"","inbred","condition","hours_elapsed","min","med","mean","max","sd","iqr"
"1","33-16","ws",6,0.25309834,0.658574835,0.734738489,1.3095958,0.37943709354521,0.661444435
"2","33-16","ws",36,1.7183551,2.1658609,2.1963815,2.7104406,0.360374456339708,0.5252181
"3","33-16","ww",6,0.16882895,0.44439648,0.593191546,1.3867823,0.422751347408916,0.500121215
"4","33-16","ww",36,1.5401095,3.2132461,3.34082405,5.8005724,1.40905282351263,1.870884325
"5","38-11","ws",6,0,0,0.138477712,0.5488135,0.198822554631694,0.23711601
"6","38-11","ws",36,0,0.52948464,0.524779141,1.2530032,0.506469515232642,0.9535775075
"7","38-11","ww",6,0,0,0.129607202,0.77575755,0.254150208327136,0.1366663275
"8","38-11","ww",36,0,0.85446683,1.303729562,3.903967,1.38443531873667,2.04095348
"9","4226","ws",6,0,0.4141988,0.471868201,1.1637491,0.271463229564067,0.237153075
"10","4226","ww",6,0.22164243,1.2898862,1.62932676888889,4.144294,1.31561915990794,1.8308450125
"11","796","ws",6,0,0.31020316,0.301203918,0.5568757,0.187456270132839,0.1772714
"12","796","ws",36,0,0.58614765,1.082221938,3.5411103,1.29226397913662,0.5157872275
"13","796","ww",6,0,0.34992724,0.337237883,0.7128301,0.239122346383031,0.2659252675
"14","796","ww",36,0,1.6854194,2.005540863,5.127756,1.80008977216036,1.4838363775
"15","A214N","ws",6,0,0.50011603,0.423147178,0.66981626,0.259876145753123,0.344382885
"16","A214N","ws",36,0,1.46461235,1.220259817,2.0359788,0.695023608783181,1.009751915
"17","A214N","ww",6,0.2682579,0.66639697,0.633811991,1.0404441,0.246281847263151,0.3745523025
"18","A214N","ww",36.0002777777778,0.5761158,2.07012275,2.14442917,3.4364028,0.878277390363152,1.032768375
"19","A239","ws",0,0,0.393650585,0.362718919,0.6201218,0.182238913654355,0.24401186
"20","A239","ws",29.9997222222222,0.3454694,1.01129285,1.139248002,2.5972323,0.660071390904773,0.5898146375
"21","A239","ww",0,0.20807754,0.587547725,0.56715786,0.9374579,0.220601354014491,0.40872697
"22","A239","ww",30,1.9214354,3.58824725,3.92265368,5.704694,1.25344022874194,1.714090375
"23","A441-5","ws",6,0,0.32747266,0.546734448947368,2.32209,0.733399597194587,0.706458835
"24","A441-5","ww",6,0,0.988179025,1.30830621515,4.246557,1.4317121055205,2.28708065
"25","A554","ws",6,0.46945512,0.76444255,0.820468173,1.4631673,0.279875044289788,0.2987952275
"26","A554","ws",33.9830555555556,1.0226843,2.71013545,2.65462059,3.5424078,0.658208725315352,0.309181225
"27","A554","ww",6,0.61859584,0.89316735,0.954041238,1.368783,0.267122717000183,0.38406427
"28","A554","ww",33.9963888888889,3.207706,5.285156,5.3566098,7.318148,1.25398440342238,0.90399655
"29","A556","ws",6,0,0.523374875,0.468608303,0.76950276,0.255191762015857,0.301621645
"30","A556","ws",30,1.0827659,1.54206705,1.57544212,2.1730652,0.36176905685967,0.389773925
"31","A556","ww",6,0.27096447,0.687542405,0.686731751,1.0716774,0.258791550749738,0.3473649525
"32","A556","ww",30,0.87273777,2.59496795,2.767411277,4.156387,1.04679322865572,1.385530325
"33","A6","ws",6,0,0,0.3617872485,2.777324,0.732293983145537,0.3240935925
"34","A6","ww",6,0,0.1030303,1.252706648,7.0756717,1.91851334996906,2.2914246
"35","A619","ws",0,0,0.3873121,0.342118454,0.49901074,0.148049050860018,0.1093371275
"36","A619","ws",30,1.2250128,1.58228955,1.51370259,1.8947638,0.22118842268683,0.33120865
"37","A619","ww",0,0,0.44481319,0.340663837,0.55436367,0.242464882183417,0.437177605
"38","A619","ww",30,0.8215329,2.9401585,2.780604,4.3196106,1.07903646600653,1.0180805
"39","A632","ws",6,0,0.3186731,0.345258804,0.6134109,0.198097883585187,0.2182772975
"40","A632","ws",36,0,1.03647205,1.00007816,2.021053,0.670566506808648,0.96327397
"41","A632","ww",6,0,0.606960745,0.526013164,0.7720199,0.250911778550866,0.33190138
"42","A632","ww",36.0002777777778,0.3565544,1.01671717,1.770203651,4.391122,1.49189897960941,2.272611875
"43","A634","ws",6,0,0,0,0,0,0
"44","A634","ws",35.9986111111111,0,0,0,0,0,0
"45","A634","ww",6,0,0,0,0,0,0
"46","A634","ww",36,0,0,0.221696385,1.3060299,0.443503000751646,0.1423678125
"47","A641","ww",6,0.8299579,1.4864133,1.477848873,2.0099592,0.3967738455567,0.548991525
"48","A641","ww",6.16583333333333,0.58467597,1.08238625,1.004156473,1.2770221,0.252095822774868,0.40429871
"49","A641","ww",30.1658333333333,0.5345022,1.73254535,1.86620162,3.278025,0.85495244543298,0.655294225
"50","A641","ww",36,2.139053,4.70679715,4.82691317,7.6208377,1.60660034411011,1.4823674
"51","A661","ws",0,0,0.19303032,0.188252067,0.6099695,0.198956748447254,0.28079861
"52","A661","ws",30.0002777777778,0.49325505,0.8392705,1.030251781,2.2503035,0.563276968417774,0.44379498
"53","A661","ww",0,0,0.122972495,0.197677452,0.7364627,0.246755912773117,0.3148323525
"54","A661","ww",29.6041666666667,0.31998762,3.614339,3.159908542,4.8934174,1.43340613990901,1.6968499
"55","A679","ws",6,0,0.64581952,1.026866784,2.5267787,0.799425164260823,1.476055995
"56","A679","ww",6,0,0.82137837,1.276016923,4.476872,1.21979511665957,1.46230178
"57","A680","ws",0,0,0.18631694,0.206929672,0.47377998,0.201804697264731,0.40825017
"58","A680","ws",23.8341666666667,0,1.0086294,0.94191172,1.7084165,0.610160188076788,0.767920375
"59","A680","ww",0,0,0.268460735,0.307683247,0.8764897,0.302870899959754,0.41771591
"60","A680","ww",24.0125,0,2.04780745,1.84628783,3.1189644,1.08526709582135,0.913723
"61","A682","ws",6,0,0.205225605,0.238080604,0.49501008,0.139224392366908,0.148403925
"62","A682","ws",36,0,0.47252722,0.434434307,0.627157,0.177468362415618,0.1454919725
"63","A682","ww",6,0,0.37621475,0.3234565165,0.56677675,0.181094081208018,0.2496571475
"64","A682","ww",36,0.53227055,2.30004805,2.536354462,4.8259854,1.44947160317908,1.9071072
"65","B104","ws",6,0.16486631,0.54584722,0.547875486,0.87158406,0.214165416967068,0.2749747175
"66","B104","ws",36,0.121816665,1.58740825,1.6565768275,3.7204351,1.24619897362597,2.038214605
"67","B104","ww",6,0.44245368,0.7975886,0.848275747,1.6166179,0.341001841442104,0.3514898825
"68","B104","ww",36,0.58999926,5.77559735,5.414973856,8.376877,2.24964555715785,2.3989747
"69","B115","ws",6,0.44970438,0.658957395,0.636010314,0.8500432,0.14065226287186,0.2346480725
"70","B115","ws",30,1.8226001,2.4794553,2.4279198,3.0661712,0.406021811724507,0.627693274999999
"71","B115","ww",6,0.19587857,0.4271601,0.431708485,0.61099726,0.135328143409652,0.1651909
"72","B115","ww",35.9963888888889,4.0446777,4.57186415,4.55564154,5.2868967,0.332579612469136,0.284139275
"73","B164","ws",6,0.39981526,0.66462288,1.09998812,2.4518323,0.702713407851228,1.238801675
"74","B164","ww",6,0.55386233,0.92801975,1.245471254,3.4401655,0.79761044922709,0.6979766375
"75","B2","ws",6,0,0.2627014,0.24374598,0.70563775,0.243340457692377,0.40377778
"76","B2","ws",36,0.4333067,0.846407825,0.821698849,1.4901586,0.325052917942823,0.410104075
"77","B2","ww",6,0,0.27231677,0.351475211,0.9006729,0.317184660006074,0.5423382425
"78","B2","ww",36,0,3.7159433,3.37430569,5.29471,1.70772766060519,2.233986225
"79","B37","ws",6,0.30428258,0.72240838,0.683520477,0.9191637,0.209795400356838,0.3214853475
"80","B37","ws",24.0002777777778,1.6571516,2.0178411,2.03335929,2.6011038,0.302519797301446,0.375482275
"81","B37","ww",6,0.45445943,0.7472743,0.75686112,1.0802534,0.18143366004401,0.1783393475
"82","B37","ww",30.0002777777778,2.9106476,3.65379905,3.82393624,5.21176,0.773308152041519,0.796367
"83","B52","ws",6,0.33240333,0.56286076,0.618214525,0.9639893,0.229319819481541,0.382036465
"84","B52","ws",36,1.727124,2.569249,2.51845049,3.2945762,0.530035623278139,0.931464325
"85","B52","ww",6,0.46788505,0.97906075,0.939771769,1.4345521,0.280493326692222,0.3289143225
"86","B52","ww",36.0002777777778,0.8181818,5.0179114,4.35983047,5.690499,1.78085014769588,0.636017025000001
"87","B57","ws",6,0,0,0.07448714402,0.43904,0.142954486543075,0.10182557755
"88","B57","ws",29.9997222222222,0,0,0.457475652,2.12422,0.830698825532437,0.314308795
"89","B57","ww",6,0,0,0.035568359,0.26396403,0.0852697713800837,0
"90","B57","ww",30,0,0,0.705654625,3.6589973,1.17334750621,1.0844277125
"91","B68","ws",6,0,0,0.1994796495,1.3625768,0.378935954587504,0.23354068
"92","B68","ww",6,0,0,0.2272994728,2.0519683,0.552971874072115,0.025718514
"93","B73","ws",6,0,0.29950178,0.356863168181818,1.9053192,0.553664618871508,0.43357343
"94","B73","ws",36,0,0,0.817318433333333,2.1513748,0.985829793306867,1.6805803
"95","B73","ww",6,0,0.289048225,0.613432974285714,3.930512,1.07092603430704,0.565181025
"96","B73","ww",35.9997222222222,0,3.2557241,2.299402959,5.3298206,1.95075865793693,3.1917920825
"97","B73","ww",36,0,0,0,0,NA,0
"98","B76","ws",6,0,0.45729869,0.462413127,1.3587818,0.361491474129779,0.2404902125
"99","B76","ws",29.9997222222222,0.020293672,2.0162745,1.5842348062,2.9544828,1.08997311825045,1.602785395
"100","B76","ww",6,0.19176161,0.29927934,0.450851927,0.861111,0.266127734145571,0.44077762
"101","B76","ww",30,0.17847902,2.5780928,2.59266729111111,4.7634907,1.65642948479978,2.8615434
"102","B77","ws",6,0.43359545,1.388571,1.580300029,3.6257226,0.98052196195792,0.991351575
"103","B79","ws",6,0,0,0.349994809,1.658531,0.513253758289738,0.69219755
"104","B79","ww",6,0,0,0.353651036,2.104226,0.598357652113195,0.3809802275
"105","B84","ws",6,0,0.23104205,0.227239705,0.40164948,0.122766813375634,0.178715285
"106","B84","ws",36,0.15804127,2.54159605,2.225083307,2.974997,0.830846550318003,0.623533775
"107","B84","ww",6,0,0.14360285,0.13730131,0.40164948,0.140307907329819,0.207340015
"108","B84","ww",36.0080555555556,0.90459156,2.99447565,2.790930696,4.2814045,0.973943071334228,0.8635871
"109","B97","ws",6,0.83656126,1.40942315,1.60880957,2.8277054,0.706455792841508,1.341823215
"110","B97","ww",6,0.6325537,1.4874321,2.34748786631579,6.361782,1.87926687562122,1.33758285
"111","C123","ws",6,0,0.9237001,1.31677093829032,3.4489937,1.2072165139381,2.579778425
"112","C123","ws",36,0,1.30881605,1.44955290791667,3.4249973,1.0504678843482,1.41387737
"113","C123","ww",6,0,1.2142688,2.37540396966667,6.5455112,2.38054179755301,4.11259725
"114","C123","ww",36,0.8730498,2.12417775,2.60051484,4.4143534,1.2931151376925,2.265628075
"115","C49A","ws",6,0.48185018,0.6837171,0.770615743,1.2122016,0.270166614409669,0.4870614125
"116","C49A","ws",29.9997222222222,0.664584,1.8667279,1.837377636,3.1953735,0.870803697487752,1.116407675
"117","C49A","ww",6,2.8614826,4.630954,4.37957561111111,5.851364,1.07044753283828,1.7175967
"118","CH701-30","ws",6,0.3727449,0.81243722,0.931156714,1.5648805,0.444454630340468,0.7987104375
"119","CH701-30","ws",34.6666666666667,2.1387873,3.00452785,2.9777835,4.022141,0.590793704670513,0.57623635
"120","CH701-30","ww",6,0.50789976,0.92595105,0.950649282,1.4155669,0.303857097978869,0.430639735
"121","CH701-30","ww",34.5002777777778,2.6831667,4.65922435,4.39074468,5.3175178,0.802673572308749,0.6588079
"122","CH9","ws",6,0.32771105,0.8066543,1.32230365764706,2.7256732,0.935747171107302,1.8393623
"123","CH9","ww",6,0,0.67418245,1.661983556875,5.043772,1.77050951375659,2.4497095325
"124","CI.7","ws",6,0.21893807,1.6418987,2.008059759,4.314627,1.41318534253542,2.4765400675
"125","CI.7","ww",6,0,1.51250115,1.917698086,4.9487653,1.5827308456943,2.073403605
"126","CI187-2","ws",6,0.45734552,1.015915585,1.193828052,2.227625,0.511961219227536,0.7210176975
"127","CI187-2","ww",6,0.49124566,1.12664365,1.6860923025,3.8215334,1.15956135025532,1.8330117025
"128","CI28A","ws",6,0.6453876,0.765754865,0.793637824,1.0806333,0.133266570275709,0.15772496
"129","CI28A","ws",30,2.026121,2.9102302,2.91153858,3.384166,0.40567966885704,0.46037025
"130","CI28A","ww",6,0.4693547,0.870126,0.813637894545455,1.0130877,0.178077671191358,0.187674655
"131","CI28A","ww",30,3.1290038,4.883938,4.66186475555556,5.7016454,0.839675488302023,1.2340474
"132","CI31A","ws",6,0,0.16171713,0.468187989283721,1.7480446,0.554037974655071,0.9387347
"133","CI31A","ww",6,0,0.039476317,1.23279638404318,6.859165,2.28972959008099,0.1282594725
"134","CI64","ws",0,0,0,0.092810249,0.299313,0.124168348173405,0.211362565
"135","CI64","ws",30,0.24243572,0.74315365,0.772006802,1.3995188,0.385993379968523,0.485087685
"136","CI64","ww",0,0,0.154349275,0.155429463,0.433809,0.158182684713064,0.25583952
"137","CI64","ww",30,2.2006288,2.7415938,2.85494713,3.8354557,0.567023652823707,0.514661925
"138","CI66","ww",6,0,2.3438134,1.92816674307692,4.257419,1.63217153285713,2.949225
"139","CI90C","ws",6,0.50656295,0.78965375,0.787065644166667,1.1558403,0.181591739678904,0.1957764375
"140","CI90C","ws",30,3.4389393,3.71815965,3.78436305833333,4.525867,0.299895026666124,0.227442225
"141","CI90C","ww",6,0.89217067,1.4209198,1.379263245,1.6732236,0.261812142278676,0.2950109
"142","CM105","ws",6,0,0,0.4120789745,2.0010054,0.643768360590916,0.50597766
"143","CM105","ww",6,0,0,0.6281686975,3.955031,1.18763771223322,0.4906202775
"144","CM174","ws",6,0,0,0.153846091,0.64413977,0.232020646625235,0.31625898
"145","CM174","ws",36,0,0.20451035,0.42911063,1.8957547,0.615539439682035,0.5398656375
"146","CM174","ww",6,0,0,0.110797913,0.5301233,0.190573398679417,0.1952430225
"147","CM174","ww",36,0,0.85597034,1.047019084,3.0233543,1.02574979693314,1.463030755
"148","CM37","ws",6,1.3371378,1.55735805,1.66994511,2.449498,0.339220755709161,0.2971531
"149","CM37","ws",36,1.6127578,3.1360846,2.92289455555556,4.265964,1.00944533198102,1.7561021
"150","CM37","ww",6,0.97491425,1.6697057,1.58399839444444,2.140606,0.349866096306986,0.3237621
"151","CM37","ww",36.0002777777778,1.5233015,4.485549,4.10504533333333,6.529645,2.07014734569111,3.918094
"152","CML103","ws",6,0,0.6418331,0.581577133636364,1.2753795,0.438602526028631,0.56150939
"153","CML103","ws",36,0,3.3035047,2.86736952727273,4.9456954,1.48644379389348,2.10625395
"154","CML103","ww",6,0,1.6415284,1.71076234545455,2.8989725,1.12004015932519,1.79591845
"155","CML103","ww",42,0,6.28195145,5.83810901,8.331317,2.31514254537135,1.455083175
"156","CML11","ws",6,0,0.302196325,0.293325967,0.5829534,0.234043448313723,0.440194045
"157","CML11","ws",36,0.89616436,1.1975748,1.238637286,1.5801443,0.276133696140692,0.534895775
"158","CML11","ww",6,0.13616621,0.49195115,0.489254811,0.8783187,0.242552109633966,0.3970260875
"159","CML11","ww",36,0.5531919,3.30307315,3.202625,4.8726854,1.47362948419442,2.31849275
"160","CML14","ws",6,0.13174431,0.192487785,0.215553852,0.46480486,0.0957993585340407,0.072273625
"161","CML14","ws",36,0.21967493,0.4847873,0.559971652,1.0934397,0.293288748329879,0.38426656
"162","CML14","ww",6,0,0.3199853,0.267582812,0.40140334,0.150452381121114,0.131481165
"163","CML14","ww",35.9969444444444,0.38232663,1.8391585,1.645187069,3.096474,0.809196043702622,0.969951125
"164","CML154Q","ws",6,0,0.05850671,0.203832988,0.76116145,0.292030115515931,0.26153258
"165","CML154Q","ws",30.0002777777778,0,0.93705705,1.037059374,2.1829133,0.782143115926082,1.128923945
"166","CML154Q","ww",6,0,0,0.160551857,0.8790398,0.295397785828523,0.2296368525
"167","CML154Q","ww",30.0002777777778,0,1.75440375,1.652281212,3.72159,1.35642664838768,2.294840885
"168","CML157Q","ws",6,0,0,0.0568230885,0.6024742,0.145254265043602,0
"169","CML157Q","ww",6,0,0,0.2817723705,1.4571058,0.489065207753451,0.3874709575
"170","CML158Q","ws",6,0.18936712,0.29668999,0.501485201,1.1121866,0.346939800279381,0.58130751
"171","CML158Q","ww",6,0,0.514880575,0.567261102,1.1157464,0.357804274600363,0.4911278375
"172","CML158Q","ww",42.0002777777778,3.2371213,7.86162025,7.53781162,11.662758,2.35325205751435,1.91521115
"173","CML218","ws",6,0,0,0.02857234086,0.27890104,0.0879826676139464,0
"174","CML218","ws",30.0002777777778,0,0,0.17118537,0.9268597,0.362436228030336,0
"175","CML218","ww",6,0,0,0.17950899,0.7641252,0.299388172760717,0.3247587
"176","CML218","ww",30,0,0,0.95722873,3.7839675,1.56224463781582,2.04332955
"177","CML220","ws",6,0,0.11009079,0.264680518,0.921006,0.325281305136745,0.49323159
"178","CML220","ws",30.0002777777778,0,1.47732945,1.32014342,2.0731356,0.588177883067442,0.65119215
"179","CML220","ww",6,0,0.23471482,0.360205025,1.2688978,0.437405857501451,0.6395972275
"180","CML220","ww",30,0,3.2636578,2.90527796,4.1749516,1.1912196494031,1.158048775
"181","CML228","ws",6,0.8512547,1.3207477,1.30173042,1.5817534,0.248529052136673,0.3541083
"182","CML228","ws",30.0002777777778,2.0121791,3.19277335,2.99681634,3.4984555,0.468979470739852,0.427097
"183","CML228","ww",6,1.1390876,1.4506236,1.44284164,1.822523,0.226710659911082,0.33011845
"184","CML228","ww",29.9997222222222,4.336618,4.7789774,4.91161098,5.73773,0.500939739835989,0.85105575
"185","CML254","ws",6,1.5498421,2.1214788,3.17611049473684,5.1974745,1.41336184788954,2.72656525
"186","CML254","ww",6,1.6180695,2.46675965,4.5478247375,8.414957,2.99520902461974,5.6569062
"187","CML258","ws",6,0,0.20147846,0.182199684,0.48128092,0.178370356560804,0.2978845
"188","CML258","ws",30.0002777777778,0,1.48020255,1.429794933,2.2810235,0.664566621593052,0.6499588
"189","CML258","ww",6,0,0.018586062,0.0826856269,0.38149148,0.123555155417239,0.14009381875
"190","CML258","ww",30.0002777777778,1.473828,3.0609229,2.97556461,3.8074958,0.701060917454473,0.874450075
"191","CML261","ws",6,0.31549832,1.285368675,1.591748392,3.138953,1.07124218453267,1.99167475
"192","CML261","ww",6,0.59999996,2.4128237,2.6093792,5.7372136,1.95107605397203,3.532145675
"193","CML277","ws",6,0.38624206,0.61300555,0.667538341,1.4861258,0.321228452488434,0.1912947775
"194","CML277","ws",42,1.5882087,3.96420725,3.78274289,5.5752063,1.05229699853048,0.831130550000001
"195","CML277","ww",6,0,2.1453495,1.95134928181818,2.8182325,0.8119527096916,0.74806995
"196","CML277","ww",42,2.7416294,8.2440605,7.48845857272727,12.606361,2.60877823510461,2.68929165
"197","CML281","ws",6,0,0.5063156,0.576139107,1.1322293,0.326003307027627,0.4924206
"198","CML281","ww",6,0.116510965,1.2549193,2.17769892675,5.905769,1.85880190778516,3.25294608
"199","CML287","ws",6,0,0.19765,0.433664709,1.5891912,0.546690900160092,0.6697485125
"200","CML287","ww",6,0,0.40208512,0.9307053865,4.7637253,1.39198912253702,0.9401861625
"201","CML314","ws",6,0.19670056,0.78809245,0.824506125555556,1.8702501,0.444333201075098,0.4715615375
"202","CML314","ww",6,0,0.8410449,2.03565153647059,4.850436,1.8099628101338,3.3208896
"203","CML321","ws",6,0.23284088,0.67957847,0.67659159,1.1297268,0.228272599074324,0.1839347575
"204","CML321","ws",36.0002777777778,0.2914137,2.5212632,2.147544215,3.1024535,1.0666033471807,1.39958855
"205","CML321","ww",6,0.7522637,0.92552027,1.051183755,1.5550709,0.289774562548231,0.28019597
"206","CML321","ww",36,1.2866015,4.1310445,3.75604544,5.788223,1.83555429167974,3.300008525
"207","CML322","ws",6,0,0,0,0,0,0
"208","CML322","ws",30,0,0.426552355,0.531605074,1.4513416,0.558211167932563,0.7456504675
"209","CML322","ww",6,0,0,0,0,0,0
"210","CML322","ww",36.0002777777778,0,1.5963571,1.655748423,4.223638,1.22816584015281,1.3486873325
"211","CML323","ws",6,0,0.394106615,0.376814258,0.75288993,0.261241076754457,0.30347361
"212","CML323","ws",36,1.2359933,1.90262335,1.93779615,2.6296098,0.486805965767674,0.7730132
"213","CML323","ww",6,0.13440807,0.65574068,0.631582751,0.9516205,0.262907746018151,0.358137555
"214","CML323","ww",36,3.6980298,4.4810047,4.48635998,5.2771688,0.45454069389623,0.4964921
"215","CML328","ws",6,0.06663335,0.325674725,0.366602627,0.7655193,0.235628909375116,0.34754798
"216","CML328","ws",24.0002777777778,1.1250987,1.2717522,1.44321764,1.859709,0.289239845683586,0.486198975
"217","CML328","ww",6,0.15252176,0.242748275,0.332253376,0.7500422,0.22290119778583,0.16226076
"218","CML328","ww",24.0002777777778,1.109552,1.92475,2.05059453,3.0797522,0.664457521809386,0.899952575
"219","CML331","ws",6,0,0.1532224325,0.1432411235,0.31690156,0.139020370694791,0.2548519925
"220","CML331","ws",24.0002777777778,0,1.1545873,0.831233582,1.8584132,0.693899080665324,1.24560622
"221","CML331","ww",6,0,0.000414200535,0.154408355107,0.59601307,0.223242919191575,0.29596359
"222","CML331","ww",30.0002777777778,0,1.18499165,1.50543875,4.317814,1.67680086406968,2.0708239
"223","CML332","ws",6,0,0.221850015,0.201558251,0.53816694,0.20007270799129,0.299892365
"224","CML332","ws",36,0,1.7766649,1.596097353,2.4463222,0.809500027622472,0.708575775
"225","CML332","ww",6,0,0.232951935,0.3259401,0.7595754,0.306381709697795,0.5618158825
"226","CML332","ww",36.0002777777778,1.5819227,3.97805585,3.97043777,5.239506,1.05502690811612,1.023902125
"227","CML5","ws",6,0.5759808,0.810371025,0.847140233,1.1482521,0.173156021511346,0.16942937
"228","CML5","ws",36,2.1270976,2.7443807,2.72522928,3.1770523,0.323507709523676,0.28729715
"229","CML5","ww",6,0.62114555,1.1758037,1.156202539,1.802216,0.339969209964819,0.41403875
"230","CML5","ww",36,1.8463484,4.7029223,4.56105824,6.608043,1.64910441571149,2.638365
"231","CML52","ws",6,0,0.278152975,0.36011427,1.0042881,0.351678120589281,0.5755876125
"232","CML52","ws",36.0002777777778,0.81838375,2.11208805,2.105926245,3.329356,0.906287736956,1.513373025
"233","CML52","ww",6,0,0.335742845,0.549957349,1.623612,0.629934395842737,1.111514425
"234","CML52","ww",35.9997222222222,0,3.732628,2.554767116,4.540232,2.05964230719738,3.971134105
"235","CML61","ws",6,0,2.6420417,3.86769419565217,20.563316,5.30792078182786,3.9890466
"236","CML61","ww",6,0,0.009455612,0.121520893720833,0.46653602,0.163507943108676,0.234807450325
"237","CML91","ws",0,0,0,0,0,0,0
"238","CML91","ws",29.9997222222222,0,0,0,0,0,0
"239","CML91","ww",0,0.57941735,0.84007215,0.905680072,1.3842348,0.231728612960821,0.2949592775
"240","CML91","ww",30,0,0,0,0,0,0
"241","CML92","ws",6,0,0,0.067977194,0.48545414,0.158890647371372,0
"242","CML92","ws",36,0.24959104,1.26215885,1.193139602,2.1710033,0.625739822539783,0.797294475
"243","CML92","ww",6,0,0,0.067365039,0.2306218,0.108500391329092,0.1646433675
"244","CML92","ww",36.0002777777778,0,1.154286775,1.67233682,4.2226243,1.67394684439054,2.6028679375
"245","CMV3","ws",6,1.0470055,1.2982918,1.30169906,1.7070338,0.205402014648111,0.283600525
"246","CMV3","ws",30,1.2615124,1.8345848,1.81228262,2.4465861,0.342207980209985,0.443412
"247","CMV3","ww",6,1.1586105,1.7812857,1.70294648,2.1219606,0.320324464985749,0.39894695
"248","CMV3","ww",36,3.0516913,4.80462835,4.69362768,6.4926987,0.966807049539243,0.5792027
"249","CO106","ws",0,0,0,0.072334541,0.5703858,0.181479642236375,0
"250","CO106","ws",30.0002777777778,0,0,0.859738444444444,2.391571,1.06971474820107,1.7215868
"251","CO106","ww",0,0,0,0.030972558,0.30972558,0.0979438282416694,0
"252","CO106","ww",30,0,0.401789515,0.754312641,4.836515,1.45431826005095,0.5126602475
"253","CO125","ws",6,0.84458774,1.2284452,1.401669294,2.1299653,0.511216546693337,0.823242525
"254","CO125","ws",29.5516666666667,1.01043,2.0463777,2.45224694,4.2162595,1.07219318847216,1.669272575
"255","CO125","ww",6,0.6488669,0.9003895,1.02949444,1.7739155,0.345374275490203,0.461532075
"256","CO125","ww",42.8669444444444,3.7329116,4.9733617,5.07757299,6.5703745,0.940622397550132,1.241504925
"257","D940Y","ws",6,0,0,0.3380076315,2.997206,0.778248780526079,0.2234144725
"258","D940Y","ww",6,0,0,0.435836744,4.876457,1.21092496325559,0.0491666075
"259","DE1","ws",6,1.0830945,1.8203049,2.65718119411765,4.9387293,1.38670518995066,2.5010332
"260","DE1","ww",6,1.3231544,2.2969654,3.6058946,7.4147615,2.26663958330636,4.019025
"261","DE2","ws",6,0,0.0898637675,0.09282996125,0.26476032,0.093997754879217,0.1639448775
"262","DE2","ws",54,2.074159,4.7116005,4.477085575,5.751021,1.16201619112989,1.1361538
"263","DE2","ww",6,0,0.13618143,0.116954195454545,0.45241594,0.140811112222787,0.159800635
"264","DE2","ww",42,2.8664787,5.0463996,4.6475407,5.8841953,0.926148440765668,1.1657266
"265","DEEXPT1","ws",6,0.15804127,0.4701294,0.43845682,0.6217506,0.134643864584525,0.1690340225
